id,cleanup_term,source,definition,exactmatch1,historynote,note,sourcenote,parent1id,parent2id,parent3id
231,chemical_weathering,EventProcess2016,"The process of weathering by which chemical reactions (hydrolysishydration, oxidation, carbonation, ion exchange, and solution) transform rocks and minerals into new chemical combinations that are stable under conditions prevailing at or near the Earth's surface, e.g. the alteration of orthoclase to kaolinite.",http://resource.geosciml.org/classifier/cgi/eventprocess/0007,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",weathering,,
232,continental_breakup,EventProcess2016,"Fragmentation of a continental plate into two or more smaller plates, may involve rifting or strike slip faulting.",http://resource.geosciml.org/classifier/cgi/eventprocess/0010,,,this vocabulary,tectonic_process,,
233,continuous_cleavage,FoliationType_2016,A cleavage that is statistically homogeneous down to the scale of individual mineral grains.,,,,Borradaile et al 1982,cleavage,,
234,coastal_dune_field,EventEnvironment_2016,"A dune field on low-lying land recently abandoned or built up by the sea, the dunes may ascend a cliff and travel inland.",http://resource.geosciml.org/classifier/cgi/eventenvironment/0028,,,"Neuendorf et al., 2005",dunefield,,
235,compound_foliation,FoliationType_2016,"Foliation that includes fabric elements indicating classification with foliation types of different genetic origin, e.g. cleavage parallel to bedding is a compound fabric with a sedimentary foliation and a tectonic foliation. No connotation of genetic origin of fabric elements.",,,,this vocabulary,foliation,,
236,cumulate_layering,FoliationType_2016,Layering in igneous rocks in which layers are characterized by variation in relative proportion of magmatically crystallized minerals. Typically a pattern of mineralogical variation will be repeated many times in a vertical section with layers of relatively consistent thickness. See photos in Best [1982] p. 176-177. Gravity-stratified layers typically have mafic minerals at the base and plagioclase at the top and are interpreted to form by crystal settling in magma.,,,,"Carmichael et al 1974, Best 1982",igneous_layering,,
237,circular_cylinder,GeologicUnitMorphology_2016,"Elliptical cylinder that has circular symmetry about long axis, distinct side surfaces are not defined. Cross section is circular",,,,This vocabulary,elliptical_cylinder,,
238,crystalline_grain,ParticleType_2016,"Constituent that is the product of crystallization during formation of a compound Earth material (see NADMC1 2004). Serves to distinguish crystalline from granular rocks (Struik, 2002). Includes constituents crystallized in evaporite environments, during diagenesis or hydrothermal alteration, or in other low-temperature environments.",,,,"Struik, 2002, NADM SLTTs 2004",solid_constituent_particle,,
239,continental_crust,EventEnvironment_2016,"That type of the Earth's crust which underlies the continents and the continental shelves, it is equivalent to the sial and continental sima and ranges in thickness from about 25 km to more than 70 km under mountain ranges, averaging ~40 km. The density of the continental crust averages ~2.8 g/cm3 and is ~2.7 g.cm3 in the upper layer. The velocities of compressional seismic waves through it average ~6.5 km/s and are less than ~7.0 km/sec.",http://resource.geosciml.org/classifier/cgi/eventenvironment/0033,,,"Neuendorf et al., 2005",crust,,
240,crypotcrystalline,,,,,,,,,
241,cognate_fragments,ParticleType_2016,Pyroclast consisting of rock which formed during earlier (related) volcanic activity that have been ejected with other pyroclastic debris during a later eruption.,,,,"Base on Gillespie and Styles, 1999",pyroclast,,
242,circular_profile,GeologicUnitMorphology_2016,equant profile with arcuate boundary,,,,This vocabulary,equant_profile,,
243,crystal_fragment,ParticleType_2016,A fragment of a crystal interpreted to have been broken by pyroclastic processes.,,,,this vocabulary,pyroclast,,
244,crystallization,ProcessingActivity_2016,"Crystallization is the (natural or artificial) process of formation of solid crystals precipitating from a solution, melt or more rarely deposited directly from a gas. Crystallization is also a chemical solid-liquid separation technique, in which mass transfer of a solute from the liquid solution to a pure solid crystalline phase occurs. In chemical engineering crystallization occurs in a crystallizer. Crystallization is therefore an aspect of precipitation, obtained through a variation of the solubility conditions of the solute in the solvent, as compared to precipitation due to chemical reaction.",,,,http://en.wikipedia.org/wiki/Crystallization,chemical-treatment,,
245,coated_particle,ParticleType_2016,"A general term for a grain that has coats or layers of foreign material, usually fine mud-sized and occasionally recrystallized, that form concentric or overlapping shells around a core of rock, shell, peloidal, or intraclastic material. (eg: oolith, pisolith)",,,,NADM SLTTs 2004,granular_particle,,
246,cometary_impact,EventProcess2016,The impact of a comet on the surface of the earth,http://resource.geosciml.org/classifier/cgi/eventprocess/0008,,,this vocabulary,bolide_impact,,
247,classification,ProcessingActivity_2016,"separation of particles of a fragmented material into several classes according to size. Typically done by means of screens or sieves: particle with a size larger than the screen or sieve opening are said to form the oversize fraction, the others form the undersize fraction.",,,,"Dictionnaire thématique des mines et carrières, SIM Editor.",physical-treatment,,
248,compact_bladed,ParticleAspectRatio_2016,"S/L is between 0.5 and 0.7 and (L-I)/(L-S) is between 0.33 and 0.66 Sneed&Folk, (1958).",,,,"Sneed and Folk, 1958, Pettijohn et al., 1972, NADM SLTTs, 2004",bladed,,
249,"camp,_district",MineralOccurrenceType_2016,An area characterized by one or more mineral occurrences that are geologically related.,,,Must contain at least one mineral deposit.,This vocabulary,top,,
250,cutoff_meander,EventEnvironment_2016,"The abandoned, bow- or horseshoe-shaped channel of a former meander, left when the stream formed a cutoff across a narrow meander neck. Note that these are typically lakes, thus also lacustrine.",http://resource.geosciml.org/classifier/cgi/eventenvironment/0037,,,"Neuendorf et al., 2005",river_plain_system_setting,,
251,clinopyroxene,dh2loop_Minerals,,,,,,,,
252,chalcostibite,"Chace, F.M. (1956)",,,,,,,,
253,comb_layering,FoliationType_2016,Layering fabric defined by layers that have internal comb structure. Layer boundaries are the termination surfaces for the constituent crystals.,,,,"Neuendorf et al. 2005, this vocabulary",layering,,
254,channel_shape,GeologicUnitMorphology_2016,"Strongly elongate lens or ribbon with a convex downward lower surface, near planar upper surface.  Morphology is equivalent to upside down arch.",,,,This vocabulary,geologic_body,,
255,conical_sheet,GeologicUnitMorphology_2016,Sheet that conforms to surface of a cone.,,,,This vocabulary,sheet,,
256,carboniferous,dh2loop_GeologicTime,,,,,,,,
257,concentration,,,,,,,,,
258,corrosion_rim,CompoundMaterialConstituentPartRole_2016,"A corona formed by a secondary mineral around an orginal igneous crystal,formed by modification of the crystal by the corrosive action of its parent magma",http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0008,,,"Neuendorf et al.,2005",corona,,
259,cross cutting,,,,,,,,,
260,cross-cutting,,,,,,,,,
261,cummingtonite,"Chace, F.M. (1956)",,,,,,,,
262,clausthalite,"Chace, F.M. (1956)",,,,,,,,
263,clinozoisite,dh2loop_Minerals,,,,,,,,
264,close_joints,FoliationType_2016,"Foliation defined by parting surfaces (cleavage domains) that have no apparent thickness, are spaced between 5 cm and 25 cm, and do not crenulate an older foliation. Fabric intermediate between typical cleavage and joints. Parting surfaces are regularly spaced, and penetrative on a 1-10 m scale. 5 cm upper limit on spacing of 'cleavage domains' in a 'cleavage 'fabric is suggested by Borradaile et al. [1982].",,,,"Borradaile et al. 1982, This Vocabulary",cleavage,joint_fabric,
265,column_shape,GeologicUnitMorphology_2016,"Cylindrical body, equant cross section, long in direction normal to equant cross section. Morphology equivalent to pipe, without denotation of transport function.",,,,This vocabulary,geologic_body,,
266,chalcanthite,"Chace, F.M. (1956)",,,,,,,,
267,chalcopyrite,"Chace, F.M. (1956)",,,,,,,,
268,consolidated,ConsolidationDegree_2016,Particulate constituents of a compound material adhere to each other strongly enough that the aggregate can be considered a solid material in its own right.,http://resource.geosciml.org/classifier/cgi/consolidationdegree/0001,0,0,This vocabulary,,,
269,crystallized,"Chace, F.M. (1956)",,,,,,,,
270,considerable,dh2loop_ProportionTerms,,,,,,,,
271,conductivity,,,,,,,,,
272,cone_segment,GeologicUnitMorphology_2016,"Body that is section of a cone formed by splitting the cone along a surface parallel to the cone axis, that interesect approximately along the axis.",,,,This vocabulary,three_dimensional_body,,
273,conspiscuous,,,,,,,,,
274,corss-bedded,,,,,,,,,
275,cross-bedded,"Chace, F.M. (1956)",,,,,,,,
276,chloanthite,"Chace, F.M. (1956)",,,,,,,,
277,chloritised,dh2loop_AlterationType,,,,,,,,
278,chloritized,dh2loop_AlterationType,,,,,,,,
279,coloradoite,"Chace, F.M. (1956)",,,,,,,,
280,colouration,dh2loop_Color,,,,,,,,
281,cylindrical,EarthResourceShape_2016,"A roughly cylindrical body, which may reduce in diameter at one end like a funnel",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/cylinder,,,BGS Mineral Occurrence Database,top,,
282,chalmersite,"Chace, F.M. (1956)",,,,,,,,
283,coolgardite,"Chace, F.M. (1956)",,,,,,,,
284,coagulation,ProcessingActivity_2016,"In a dispersed system, particles of all species can be aggregated into larger structures by several mechanisms. Aggregation, based on reducing inter-particle repulsion forces, is known as coagulation and the aggregates are called coagula. If coagulation is induced by a polymer-bridging action, the process is called flocculation and the aggregates are called flocs. When aggregation is achieved as a result of the action of an immersible bridging liquid, such as oil, the process is called agglomeration and the aggregates are referred to as agglomerates. The mechanisms include both those in coagulation (i.e. action of electrolytes) and bridging flocculation by either inorganic polymers or by precipitating metal hydroxides. The latter is known as sweep flocculation.",,,,"http://ktrungthuy.free.fr/SACH-BOOKS/Handbook%20of%20Flotation%20Reagents,%20Elsevier%20(2007),%200444530290.pdf",physico-chemical-treatment,,
285,consolidate,dh2loop_ConsolidationDegree,,,,,,,,
286,crenulation,dh2loop_LineationType,,,,,,,,
287,canfieldite,"Chace, F.M. (1956)",,,,,,,,
288,crystallite,ParticleType_2016,"Constitutent occurs as minute, spherical, rod, or hair-like forms. Typically appear isotropic in thin section.",,,,"Williams, Turner, Gilbert 1954",crystalline_grain,,
289,chrysocolla,dh2loop_Minerals,,,,,,,,
290,continental,dh2loop_EventEnvironment,,,,,,,,
291,cassiterite,"Chace, F.M. (1956)",,,,,,,,
292,cementation,ProcessingActivity_2016,"In metallurgy, cementation is a process in which ions are reduced to zero valence at a solid metallic interface",0,0,0,http://en.wikipedia.org/wiki/Cementation,,,
293,cerargyrite,"Chace, F.M. (1956)",,,,,,,,
294,chrysoprase,dh2loop_Minerals,,,,,,,,
295,composition,"Chace, F.M. (1956)",,,,,,,,
296,calaverite,"Chace, F.M. (1956)",,,,,,,,
297,chloritoid,dh2loop_Minerals,,,,,,,,
298,collapsing,,,,,,,,,
299,coloration,dh2loop_Color,,,,,,,,
300,colourless,dh2loop_Color,,,,,,,,
301,cylindrite,"Chace, F.M. (1956)",,,,,,,,
302,chalcedony,dh2loop_Minerals,,,,,,,,
303,chalcocite,"Chace, F.M. (1956)",,,,,,,,
304,completely,dh2loop_ProportionTerms,,,,,,,,
305,crenulated,dh2loop_LineationType,,,,,,,,
306,chryscolla,"Chace, F.M. (1956)",,,,,,,,
307,chrysotile,dh2loop_Minerals,,,,,,,,
308,conchoidal,,,,,,,,,
309,chadacryst,CompoundMaterialConstituentPartRole_2016,The enclosed crystal in a poikolitic texture,http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0003,,,"Neuendorf et al.,2005",particulate_constituent,,
310,concordant,EarthResourceForm_2016,"A concordant or nearly concordant mineral deposit lies parallel or nearly parallel to wallrocks contacts or internal structures (bedding, foliation, etc.)",,,,this vocabulary,top,,
311,concretion,GeologicUnitPartRole_2016,"Hard, compact mass or aggregate of mineral matter, normally subsperical but commonly oblate, disc-shaped or irregular. Formed from precipitation from solution about a nucleus or centre. Use as a geologic unit part should be restricted to concretions that are too large to consider as constituents in the rock material that composes the unit.",0,0,0,Neuendorf et al. 2005,,,
312,conjugated,"Chace, F.M. (1956)",,,,,,,,
313,cordierite,dh2loop_Minerals,,,,,,,,
314,coronadite,dh2loop_Minerals,,,,,,,,
315,cretaceous,dh2loop_GeologicTime,,,,,,,,
316,crookesite,"Chace, F.M. (1956)",,,,,,,,
317,calcedony,dh2loop_Minerals,,,,,,,,
318,celestite,"Chace, F.M. (1956)",,,,,,,,
319,collapsed,,,,,,,,,
320,colorless,dh2loop_Color,,,,,,,,
321,columbite,"Chace, F.M. (1956)",,,,,,,,
322,cobaltite,"Chace, F.M. (1956)",,,,,,,,
323,corellite,"Chace, F.M. (1956)",,,,,,,,
324,covellite,dh2loop_Minerals,,,,,,,,
325,carrolite,"Chace, F.M. (1956)",,,,,,,,
326,chocolate,"Chace, F.M. (1956)",,,,,,,,
327,coprolite,ParticleType_2016,The fossilised excrement of vertebrate animals,,,,"Neuendorf et al., 2005",biogenic_particle,,
328,concealed,EarthResourceExpression_2016,The Earth resource is not exposed at the Earth's surface.,,,,Australia/New Zealand Government Geoscience Information Committee (GGIC),top,,
329,cainozoic,dh2loop_GeologicTime,,,,,,,,
330,carnotite,"Chace, F.M. (1956)",,,,,,,,
331,cerrusite,"Chace, F.M. (1956)",,,,,,,,
332,coffinite,"Chace, F.M. (1956)",,,,,,,,
333,condition,"Chace, F.M. (1956)",,,,,,,,
334,conjugate,,,,,,,,,
335,contorted,,,,,,,,,
336,cleavage,FoliationType_2016,"A tectonic foliation in a rock characterized by a tendency for the rock to split along a regular set of parallel or sub-parallel closely spaced surfaces. Cleavage is a more general term than schistosity because schistosity need not be present in order for a rock to display cleavage. Cleavage domains or parting surfaces are not spaced more than 5 cm apart on average (Borradaille et al., 1982)",0,0,0,"Brodie, Kate, Fettes, Douglas, and Harte, Ben, 2007, Structural terms including fault rock terms, in Fettes, D., and Desmons, J., Metamorphic rocks-A classification and Glossary of Terms: Cambridge, UK, Cambridge University Press, p. 24-31.",,,
